date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:28:14	31173/31173	---M-Z	200	added ('OK')	text/html	etag:%2279c5-62e54da8-eb3f341177a75c0;gz%22	https://html.creativegigstf.com/charles/index.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/index.html	(from )
09:28:14	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-678762ba-2d971a792eaeb367;gz%22	https://html.creativegigstf.com/robots.txt		(from )
09:28:15	2008/2008	---M--	200	added ('OK')	image/png	etag:%227d8-62e54da8-814ae66138dd55bf;;;%22	https://html.creativegigstf.com/charles/images/fav-icon/icon.png	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/images/fav-icon/icon.png	(from https://html.creativegigstf.com/charles/index.html)
09:28:16	68392/68392	---M-Z	200	added ('OK')	text/css	etag:%2210b28-62e54da8-b9d9c016da568eef;gz%22	https://html.creativegigstf.com/charles/css/style.css	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/css/style.css	(from https://html.creativegigstf.com/charles/index.html)
09:28:16	11812/11812	---M-Z	200	added ('OK')	text/css	etag:%222e24-62e54da8-d7722395f6e72cb2;gz%22	https://html.creativegigstf.com/charles/css/responsive.css	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/css/responsive.css	(from https://html.creativegigstf.com/charles/index.html)
09:28:16	3180/3180	---M--	200	added ('OK')	image/png	etag:%22c6c-62e54da8-c387cdc61f431b06;;;%22	https://html.creativegigstf.com/charles/images/logo/logo.png	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/images/logo/logo.png	(from https://html.creativegigstf.com/charles/index.html)
09:28:17	34379/34379	---M-Z	200	added ('OK')	text/html	etag:%22864b-62e54da8-4a12b74512791d71;gz%22	https://html.creativegigstf.com/charles/index-2.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/index-2.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:17	19532/19532	---M-Z	200	added ('OK')	text/html	etag:%224c4c-62e54da8-e19587ad7c0bb3f;gz%22	https://html.creativegigstf.com/charles/about.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/about.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:17	21623/21623	---M-Z	200	added ('OK')	text/html	etag:%225477-62e54da8-e53fdb995ca2cbe9;gz%22	https://html.creativegigstf.com/charles/team.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/team.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:18	22439/22439	---M-Z	200	added ('OK')	text/html	etag:%2257a7-62e54da8-b9a0548a8b8b4f12;gz%22	https://html.creativegigstf.com/charles/faq.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/faq.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:18	11622/11622	---M-Z	200	added ('OK')	text/html	etag:%222d66-62e54da8-b89e16993e3a77c4;gz%22	https://html.creativegigstf.com/charles/404.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/404.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:18	19058/19058	---M-Z	200	added ('OK')	text/html	etag:%224a72-62e54da8-6fe5ebf0f3b4d269;gz%22	https://html.creativegigstf.com/charles/shop.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/shop.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:19	21769/21769	---M-Z	200	added ('OK')	text/html	etag:%225509-62e54da8-73458b2e288256fb;gz%22	https://html.creativegigstf.com/charles/shop-details.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/shop-details.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:19	18135/18135	---M-Z	200	added ('OK')	text/html	etag:%2246d7-62e54da8-111ff8f3ab71848f;gz%22	https://html.creativegigstf.com/charles/service.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/service.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:19	20725/20725	---M-Z	200	added ('OK')	text/html	etag:%2250f5-62e54da8-92d7e15d52f5a519;gz%22	https://html.creativegigstf.com/charles/service-v2.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/service-v2.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:20	20880/20880	---M-Z	200	added ('OK')	text/html	etag:%225190-62e54da8-df1238941af0a5b1;gz%22	https://html.creativegigstf.com/charles/service-details.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/service-details.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:20	17860/17860	---M-Z	200	added ('OK')	text/html	etag:%2245c4-62e54da8-5d21e28450b4df83;gz%22	https://html.creativegigstf.com/charles/project.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/project.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:20	15585/15585	---M-Z	200	added ('OK')	text/html	etag:%223ce1-62e54da8-856ac8df8d8761e7;gz%22	https://html.creativegigstf.com/charles/project-details.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/project-details.html	(from https://html.creativegigstf.com/charles/index.html)
09:28:20	17580/17580	---M-Z	200	added ('OK')	text/html	etag:%2244ac-62e54da8-c4c925b9333c0e10;gz%22	https://html.creativegigstf.com/charles/blog.html	C:/My%20Web%20Sites/Odoo%20Mastery/html.creativegigstf.com/charles/blog.html	(from https://html.creativegigstf.com/charles/index.html)
